"id"	"geneNum"	"description"	"definition"	"gene"
"GO:0019321"	2	"pentose metabolic process"	"The chemical reactions and pathways involving a pentose, any monosaccharide with a chain of five carbon atoms in the molecule."	"YDR109C,YNL249C"
"GO:0019343"	2	"cysteine biosynthetic process via cystathionine"	"The chemical reactions and pathways resulting in the formation of cysteine, via the intermediate cystathionine."	"YAL012W,YGR155W"
"GO:0019344"	8	"cysteine biosynthetic process"	"The chemical reactions and pathways resulting in the formation of cysteine, 2-amino-3-mercaptopropanoic acid."	"YAL012W,YGR155W,YIL046W,YIR017C,YLL058W,YLR303W,YNL103W,YPR167C"
"GO:0019346"	9	"transsulfuration"	"The interconversion of homocysteine and cysteine via cystathionine. In contrast with enteric bacteria and mammals, Saccharomyces cerevisiae has two transsulfuration pathways employing two separate sets of enzymes."	"YAL012W,YFR055W,YGL184C,YGR155W,YHR112C,YJR130C,YLL058W,YLR303W,YML082W"
"GO:0019348"	1	"dolichol metabolic process"	"The chemical reactions and pathways involving dolichols, any 2,3-dihydropolyprenol derived from four or more linked isoprene units."	"YIL102C-A"
"GO:0019354"	2	"siroheme biosynthetic process"	"The chemical reactions and pathways resulting in the formation of siroheme, a tetrahydroporphyrin with adjacent, reduced pyrrole rings."	"YBR213W,YKR069W"
"GO:0019358"	4	"nicotinate nucleotide salvage"	"The generation of nicotinate nucleotide without de novo synthesis."	"YDR400W,YGL037C,YLR209C,YOR209C"
"GO:0019363"	9	"pyridine nucleotide biosynthetic process"	"The chemical reactions and pathways resulting in the formation of a pyridine nucleotide, a nucleotide characterized by a pyridine derivative as a nitrogen base."	"YBL098W,YCL047C,YFR047C,YGL037C,YGR010W,YLR231C,YLR328W,YNL129W,YOR209C"
"GO:0019367"	3	"fatty acid elongation, saturated fatty acid"	"Elongation of a saturated fatty acid chain."	"YCR034W,YJL196C,YLR372W"
"GO:0019368"	1	"fatty acid elongation, unsaturated fatty acid"	"Elongation of a fatty acid chain into which one or more C-C double bonds have been introduced."	"YJL196C"
"GO:0019379"	3	"sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)"	"The pathway by which inorganic sulfate is processed and incorporated into sulfated compounds, where the phosphoadenylyl sulfate reduction step is catalyzed by the enzyme phosphoadenylyl-sulfate reductase (thioredoxin) (EC:1.8.4.8)."	"YJR010W,YKL001C,YPR167C"
"GO:0019388"	3	"galactose catabolic process"	"The chemical reactions and pathways resulting in the breakdown of galactose, the aldohexose galacto-hexose."	"YHR104W,YKL127W,YMR105C"
"GO:0019395"	2	"fatty acid oxidation"	"The removal of one or more electrons from a fatty acid, with or without the concomitant removal of a proton or protons, by reaction with an electron-accepting substance, by addition of oxygen or by removal of hydrogen."	"YJR019C,YOL147C"
"GO:0019408"	4	"dolichol biosynthetic process"	"The chemical reactions and pathways resulting in the formation of dolichols, any 2,3-dihydropolyprenol derived from four or more linked isoprene units."	"YBR002C,YDL193W,YIL049W,YMR101C"
"GO:0019413"	4	"acetate biosynthetic process"	"The chemical reactions and pathways resulting in the formation of acetate, the anion of acetic acid."	"YER073W,YML081W,YOR374W,YPL061W"
"GO:0019427"	1	"acetyl-CoA biosynthetic process from acetate"	"The chemical reactions and pathways resulting in the formation of acetyl-CoA from acetate, either directly or via acetylphosphate."	"YAL054C"
"GO:0019430"	9	"removal of superoxide radicals"	"Any process, acting at the cellular level, involved in removing superoxide radicals (O2-) from a cell or organism, e.g. by conversion to dioxygen (O2) and hydrogen peroxide (H2O2)."	"YDR347W,YDR353W,YHR008C,YHR053C,YHR055C,YHR106W,YJR101W,YJR104C,YMR038C"
"GO:0019432"	3	"triglyceride biosynthetic process"	"The chemical reactions and pathways resulting in the formation of a triglyceride, any triester of glycerol."	"YMR165C,YNR008W,YOR245C"
"GO:0019433"	7	"triglyceride catabolic process"	"The chemical reactions and pathways resulting in the breakdown of a triglyceride, any triester of glycerol."	"YDR058C,YIL124W,YKL094W,YKR089C,YMR313C,YOR084W,YPR147C"
"GO:0019438"	4	"aromatic compound biosynthetic process"	"The chemical reactions and pathways resulting in the formation of aromatic compounds, any substance containing an aromatic carbon ring."	"YFL059W,YGR144W,YMR096W,YNL333W"
"GO:0019439"	1	"aromatic compound catabolic process"	"The chemical reactions and pathways resulting in the breakdown of aromatic compounds, any substance containing an aromatic carbon ring."	"YDR538W"
"GO:0019441"	3	"tryptophan catabolic process to kynurenine"	"The chemical reactions and pathways resulting in the breakdown of tryptophan into other compounds, including kynurenine."	"YDR428C,YJR078W,YLR231C"
"GO:0019450"	1	"L-cysteine catabolic process to pyruvate"	"The chemical reactions and pathways resulting in the breakdown of L-cysteine into other compounds, including pyruvate."	"YFR055W"
"GO:0019464"	2	"glycine decarboxylation via glycine cleavage system"	"The chemical reactions and pathways resulting in the breakdown of glycine by oxidative cleavage to carbon dioxide, ammonia, and a methylene group, mediated by enzymes of the glycine cleavage complex."	"YAL044C,YMR189W"
"GO:0019483"	2	"beta-alanine biosynthetic process"	"The chemical reactions and pathways resulting in the formation of beta-alanine (3-aminopropanoic acid), an achiral amino acid and an isomer of alanine. It occurs free (e.g. in brain) and in combination (e.g. in pantothenate) but it is not a constituent of proteins."	"YMR169C,YMR170C"
"GO:0019509"	8	"L-methionine salvage from methylthioadenosine"	"The generation of L-methionine (2-amino-4-(methylthio)butanoic acid) from methylthioadenosine."	"YEL038W,YGL202W,YHR137W,YHR208W,YJR024C,YLR017W,YMR009W,YPR118W"
"GO:0019510"	1	"S-adenosylhomocysteine catabolic process"	"The chemical reactions and pathways resulting in the breakdown of S-adenosylhomocysteine, forming homocysteine and then methionine."	"YER043C"
"GO:0019511"	1	"peptidyl-proline hydroxylation"	"The hydroxylation of peptidyl-proline to form peptidyl-hydroxyproline."	"YER049W"
"GO:0019521"	3	"D-gluconate metabolic process"	"The chemical reactions and pathways involving D-gluconate, the anion of D-gluconic acid, the aldonic acid derived from glucose."	"YDR248C,YGR256W,YHR183W"
"GO:0019538"	7	"protein metabolic process"	"The chemical reactions and pathways involving a protein. Includes protein modification."	"YBR261C,YDL141W,YDL190C,YDR283C,YLR239C,YMR247C,YOR335C"
"GO:0019541"	1	"propionate metabolic process"	"The chemical reactions and pathways involving propionate, the anion derived from propionic (propanoic) acid, a carboxylic acid important in the energy metabolism of ruminants."	"YPR002W"
"GO:0019544"	1	"arginine catabolic process to glutamate"	"The chemical reactions and pathways resulting in the breakdown of arginine into other compounds, including glutamate."	"YLR438W"
"GO:0019547"	1	"arginine catabolic process to ornithine"	"The chemical reactions and pathways resulting in the breakdown of arginine into other compounds, including ornithine."	"YPL111W"
"GO:0019551"	1	"glutamate catabolic process to 2-oxoglutarate"	"The chemical reactions and pathways resulting in the breakdown of glutamate into other compounds, including 2-oxoglutarate."	"YDL215C"
"GO:0019563"	6	"glycerol catabolic process"	"The chemical reactions and pathways resulting in the breakdown of glycerol, 1,2,3-propanetriol, a sweet, hygroscopic, viscous liquid, widely distributed in nature as a constituent of many lipids."	"YDR050C,YFL053W,YGL084C,YHL032C,YIL155C,YML070W"
"GO:0019568"	4	"arabinose catabolic process"	"The chemical reactions and pathways resulting in the breakdown of arabinose, arabino-pentose."	"YDR368W,YHR104W,YJR096W,YOR120W"
"GO:0019569"	1	"L-arabinose catabolic process to xylulose 5-phosphate"	"The chemical reactions and pathways resulting in the breakdown of L-arabinose into other compounds, including xylulose 5-phosphate."	"YLR070C"
"GO:0019588"	2	"anaerobic glycerol catabolic process"	"The anaerobic chemical reactions and pathways resulting in the breakdown of glycerol, yielding energy in the form of ATP."	"YFL053W,YML070W"
"GO:0019594"	2	"mannitol metabolic process"	"The chemical reactions and pathways involving mannitol, the alditol derived from D-mannose by reduction of the aldehyde group."	"YEL070W,YNR073C"
"GO:0019619"	1	"3,4-dihydroxybenzoate catabolic process"	"The chemical reactions and pathways resulting in the breakdown of  3,4-dihydroxybenzoate."	"YER010C"
"GO:0019629"	2	"propionate catabolic process, 2-methylcitrate cycle"	"The chemical reactions and pathways resulting in the breakdown of propionate that occurs in the 2-methylcitrate cycle."	"YPR001W,YPR006C"
"GO:0019637"	11	"organophosphate metabolic process"	"The chemical reactions and pathways involving organophosphates, any phosphate-containing organic compound."	"YCL040W,YCR026C,YDR481C,YDR516C,YEL016C,YFR053C,YGL253W,YJL062W,YKL165C,YLL031C,YLR446W"
"GO:0019646"	1	"aerobic electron transport chain"	"A process in which a series of electron carriers operate together to transfer electrons from donors such as NADH and FADH2 to oxygen to generate a transmembrane electrochemical gradient."	"Q0275"
"GO:0019654"	1	"acetate fermentation"	"The anaerobic chemical reactions and pathways resulting in the breakdown of acetate, yielding energy in the form of ATP."	"YAL054C"
"GO:0019655"	4	"glycolytic fermentation to ethanol"	"The anaerobic chemical reactions and pathways resulting in the breakdown of glucose; it is converted into ethanol and carbon dioxide (CO2), producing two molecules of ATP for each molecule of glucose."	"YDL085W,YLR044C,YLR134W,YMR145C"
"GO:0019674"	3	"NAD metabolic process"	"The chemical reactions and pathways involving nicotinamide adenine dinucleotide (NAD), a coenzyme present in most living cells and derived from the B vitamin nicotinic acid."	"YEL041W,YJR049C,YPL188W"
"GO:0019676"	1	"ammonia assimilation cycle"	"The pathway by which ammonia is processed and incorporated into a cell. In an energy-rich (glucose-containing), nitrogen-poor environment, glutamine synthetase and glutamate synthase form an ammonia assimilatory cycle, in which ammonia is incorporated into L-glutamate to form L-glutamine, which then combines with alpha-ketoglutarate to regenerate L-glutamate. This ATP-dependent cycle is essential for nitrogen-limited growth and for steady-state growth with some sources of nitrogen."	"YDL171C"
"GO:0019677"	1	"NAD catabolic process"	"The chemical reactions and pathways resulting in the breakdown of nicotinamide adenine dinucleotide, a coenzyme present in most living cells and derived from the B vitamin nicotinic acid; catabolism may be of either the oxidized form, NAD, or the reduced form, NADH."	"YGL067W"
"GO:0019679"	1	"propionate metabolic process, methylcitrate cycle"	"The chemical reactions and pathways involving propionate that occur in the methylcitrate cycle."	"YPR002W"
"GO:0019693"	1	"ribose phosphate metabolic process"	"The chemical reactions and pathways involving ribose phosphate, any phosphorylated ribose sugar."	"YBR111C"
"GO:0019722"	6	"calcium-mediated signaling"	"Any intracellular signal transduction in which the signal is passed on within the cell via calcium ions."	"YDR294C,YJL134W,YKL159C,YLR260W,YNL305C,YOR171C"
"GO:0019740"	7	"nitrogen utilization"	"A series of processes that forms an integrated mechanism by which a cell or an organism detects the depletion of primary nitrogen source, usually ammonia, and then activates genes to scavenge the last traces of the primary nitrogen source and to transport and metabolize alternative nitrogen sources. The utilization process begins when the cell or organism detects nitrogen levels, includes the activation of genes whose products detect, transport or metabolize nitrogen-containing substances, and ends when nitrogen is incorporated into the cell or organism's metabolism."	"YCR010C,YDL170W,YDR384C,YGR121C,YNL142W,YNR002C,YPR138C"
"GO:0019752"	11	"carboxylic acid metabolic process"	"The chemical reactions and pathways involving carboxylic acids, any organic acid containing one or more carboxyl (COOH) groups or anions (COO-)."	"YDL078C,YDL131W,YDL182W,YDR294C,YER065C,YKL085W,YMR289W,YNL104C,YOL126C,YOR108W,YPR006C"
"GO:0019805"	3	"quinolinate biosynthetic process"	"The chemical reactions and pathways resulting in the formation of quinolinate, the anion of quinolinic acid, also known as 2,3-pyridinedicarboxylic acid."	"YBL098W,YJR025C,YLR231C"
"GO:0019853"	1	"L-ascorbic acid biosynthetic process"	"The chemical reactions and pathways resulting in the formation of L-ascorbic acid; L-ascorbic acid ionizes to give L-ascorbate, (2R)-2-[(1S)-1,2-dihydroxyethyl]-4-hydroxy-5-oxo-2,5-dihydrofuran-3-olate, which is required as a cofactor in the oxidation of prolyl residues to hydroxyprolyl, and other reactions."	"YBR053C"
"GO:0019856"	3	"pyrimidine nucleobase biosynthetic process"	"The chemical reactions and pathways resulting in the formation of pyrimidine nucleobases, 1,3-diazine, organic nitrogenous bases."	"YBL039C,YJR103W,YLR420W"
"GO:0019858"	2	"cytosine metabolic process"	"The chemical reactions and pathways involving cytosine, 4-amino-2-hydroxypyrimidine, a pyrimidine derivative that is one of the five main bases found in nucleic acids; it occurs widely in cytidine derivatives."	"YDR520C,YPR062W"
"GO:0019878"	11	"lysine biosynthetic process via aminoadipic acid"	"The chemical reactions and pathways resulting in the formation of lysine by the aminoadipic pathway."	"YBR115C,YDL131W,YDL182W,YDR234W,YGL154C,YGL202W,YHR137W,YIL094C,YIR034C,YJL200C,YNR050C"
"GO:0019915"	5	"lipid storage"	"The accumulation and maintenance in cells or tissues of lipids, compounds soluble in organic solvents but insoluble or sparingly soluble in aqueous solvents. Lipid reserves can be accumulated during early developmental stages for mobilization and utilization at later stages of development."	"YDR319C,YGL126W,YNR008W,YOR245C,YPR147C"
"GO:0019933"	2	"cAMP-mediated signaling"	"Any intracellular signal transduction in which the signal is passed on within the cell via cyclic AMP (cAMP). Includes production of cAMP, and downstream effectors that further transmit the signal within the cell."	"YNL138W,YOR360C"
"GO:0019941"	5	"modification-dependent protein catabolic process"	"The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent modification of the target protein."	"YDR139C,YIL148W,YKR094C,YLL039C,YLR167W"
"GO:0019953"	3	"sexual reproduction"	"A type of reproduction that combines the genetic material of two gametes (such as a sperm or egg cell or fungal spores). The gametes have an haploid genome (with a single set of chromosomes, the product of a meiotic division) and combines with one another to produce a zygote (diploid)."	"YGL089C,YHR084W,YPL187W"
"GO:0019985"	4	"translesion synthesis"	"The replication of damaged DNA by synthesis across a lesion in the template strand; a specialized DNA polymerase or replication complex inserts a defined nucleotide across from the lesion which allows DNA synthesis to continue beyond the lesion. This process can be mutagenic depending on the damaged nucleotide and the inserted nucleotide."	"YBR088C,YDL140C,YHR134W,YPL167C"
"GO:0019988"	1	"charged-tRNA amino acid modification"	"The covalent alteration of an amino acid charged on a tRNA before it is incorporated into a protein, as in N-formylmethionine, selenocysteine or pyrrolysine."	"YMR283C"
"GO:0022417"	1	"protein maturation by protein folding"	"The process of assisting in the covalent and noncovalent assembly of single chain polypeptides or multisubunit complexes into the correct tertiary structure that results in the attainment of the full functional capacity of a protein."	"YKL195W"
"GO:0022613"	13	"ribonucleoprotein complex biogenesis"	"A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a complex containing RNA and proteins. Includes the biosynthesis of the constituent RNA and protein molecules, and those macromolecular modifications that are involved in synthesis or assembly of the ribonucleoprotein complex."	"YBR267W,YDL030W,YDL043C,YER013W,YGL120C,YKL078W,YKR086W,YLR074C,YLR298C,YLR419W,YMR128W,YNR011C,YOR077W"
"GO:0022618"	2	"ribonucleoprotein complex assembly"	"The aggregation, arrangement and bonding together of proteins and RNA molecules to form a ribonucleoprotein complex."	"YER063W,YLR325C"
"GO:0022900"	9	"electron transport chain"	"A process in which a series of electron carriers operate together to transfer electrons from donors to any of several different terminal electron acceptors."	"Q0055,Q0250,YGL055W,YGR207C,YKR071C,YNL111C,YOR356W,YPL252C,YPR004C"
"GO:0022904"	7	"respiratory electron transport chain"	"A process in which a series of electron carriers operate together to transfer electrons from donors such as NADH and FADH2 to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient."	"Q0105,Q0110,Q0115,Q0275,YLL041C,YNR074C,YOR356W"
"GO:0030001"	13	"metal ion transport"	"The directed movement of metal ions, any metal ion with an electric charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."	"YBR290W,YFL050C,YGL255W,YHR050W,YIL023C,YKL064W,YKL175W,YLL018C-A,YLR034C,YLR130C,YOL122C,YOL130W,YOR079C"
